DEPTH      GR         CAL        RES90      RES10      nmrFF      nmrPerm    nmrPhie    nmrPhiT    
5353.6595  12.3650    8.7185     265.3544   1372.9975  0.0749     5.1493     0.1297     0.1356     
5353.8119  12.8562    8.8256     297.7211   1414.8296  0.1017     18.7379    0.1613     0.1684     
5353.9643  12.9935    8.7354     257.2732   1407.5746  0.1157     31.0317    0.1838     0.1936     
5354.1167  12.0270    8.7048     387.1292   1423.2625  0.1139     28.4811    0.1852     0.1954     
5354.2691  11.1628    8.6926     305.1896   1557.9307  0.1121     26.2205    0.1866     0.1973     
5354.4215  9.9411     8.6724     263.7233   1806.6231  0.1041     19.1071    0.1814     0.1901     
5354.5739  9.1424     8.6796     236.0256   544.8170   0.1013     17.2077    0.1790     0.1835     
5354.7263  8.4395     8.6977     124.9373   863.5879   0.1016     17.4931    0.1769     0.1822     
5354.8787  8.1733     8.7233     179.1905   951.7881   0.0920     11.6151    0.1687     0.1713     
5355.0311  9.3056     8.7354     308.9571   1377.0444  0.0825     7.4293     0.1604     0.1604     
5355.1835  9.1597     8.7765     442.3141   1928.9668  0.0562     1.6689     0.1325     0.1325     
5355.3359  8.7714     8.7752     351.4547   1451.6956  0.0571     1.7459     0.1276     0.1294     
5355.4883  9.0574     8.7821     194.2064   1707.2558  0.0709     4.0496     0.1333     0.1360     
5355.6407  9.7162     8.7688     140.5056   1747.3300  0.0768     5.6582     0.1373     0.1402     
5355.7931  10.3744    8.7639     237.3585   1790.4146  0.0827     7.7955     0.1414     0.1444     
5355.9455  9.8172     8.8987     285.4633   1902.6260  0.0849     8.7270     0.1425     0.1467     
5356.0979  10.7114    8.7817     341.0234   1790.5496  0.0790     6.3943     0.1342     0.1419     
5356.2503  13.3307    8.7880     352.7855   1473.8694  0.0619     2.3615     0.1199     0.1293     
5356.4027  16.0977    8.8324     232.6742   1216.9208  0.0545     1.4469     0.1140     0.1227     
5356.5551  18.9156    8.8350     199.1728   1088.8854  0.0471     0.8440     0.1080     0.1161     
5356.7075  21.0397    8.8280     228.3855   1434.9988  0.0323     0.2465     0.0956     0.1076     
5356.8599  22.7291    8.7752     336.5132   1526.8804  0.0297     0.2075     0.0938     0.1127     
5357.0124  27.8109    8.7354     453.9292   1739.1516  0.0265     0.1468     0.0893     0.1098     
5357.1648  34.9834    8.7553     455.3885   1869.9655  0.0269     0.1423     0.0862     0.1035     
5357.3172  39.9401    8.7168     753.6746   1950.0000  0.0274     0.1381     0.0832     0.0973     
5357.4696  35.2872    8.6724     1124.4851  1950.0000  0.0423     0.5237     0.0875     0.0933     
5357.6220  30.2879    8.6458     958.5569   1950.0000  0.0638     2.7452     0.1119     0.1136     
5357.7744  25.8806    8.6293     1184.4630  1950.0000  0.0862     9.5672     0.1371     0.1443     
5357.9268  25.5855    8.6293     893.4056   1950.0000  0.0868     9.8084     0.1345     0.1450     
5358.0792  18.6696    8.6371     1950.0000  1950.0000  0.0873     10.0500    0.1319     0.1457     
5358.2316  14.4238    8.6710     1930.3569  1950.0000  0.0718     4.5179     0.1098     0.1228     
5358.3840  10.4526    8.5977     1428.7934  1950.0000  0.0634     2.8375     0.0969     0.1047     
5358.5364  10.7638    8.6107     1070.2793  1950.0000  0.0702     4.4707     0.1041     0.1114     
5358.6888  10.8285    8.5765     753.0860   1950.0000  0.0772     6.8160     0.1098     0.1190     
5358.8412  12.5353    8.5908     650.7448   1950.0000  0.0841     10.0579    0.1155     0.1267     
5358.9936  13.5011    8.5942     524.3111   1950.0000  0.0869     10.2432    0.1318     0.1407     
5359.1460  13.2179    8.5730     462.8909   1950.0000  0.0817     7.3193     0.1404     0.1463     
5359.2984  12.5358    8.5737     357.4752   1950.0000  0.0888     9.9651     0.1783     0.1826     
5359.4508  11.3244    8.5912     258.8927   1950.0000  0.0935     12.7385    0.2146     0.2186     
5359.6032  10.6487    8.6072     235.9533   1950.0000  0.0981     16.5247    0.2510     0.2547     
5359.7556  10.0631    8.6271     218.8441   1950.0000  0.0960     21.2957    0.3415     0.3483     
5359.9080  9.7464     8.6776     238.7194   1949.9994  0.0781     14.1172    0.3728     0.3829     
5360.0604  10.0015    8.6367     174.7873   1944.4174  0.0613     6.0649     0.3141     0.3261     
5360.2128  10.1565    8.6813     135.7856   1888.8597  0.0585     4.1537     0.2639     0.2737     
5360.3652  9.8333     8.7016     373.0828   1820.5228  0.0557     2.7202     0.2138     0.2213     
5360.5176  9.7126     8.6724     520.8465   1950.0000  0.0496     1.2208     0.1413     0.1484     
5360.6700  9.8878     8.6791     441.3597   1899.3155  0.0350     0.3619     0.1008     0.1230     
5360.8224  13.6881    8.6626     335.2980   1428.8340  0.0314     0.3079     0.1028     0.1363     
5360.9748  18.4676    8.6457     633.0951   1699.3925  0.0361     0.4602     0.1097     0.1388     
5361.1272  20.6943    8.6106     810.7316   1842.5320  0.0409     0.6638     0.1165     0.1413     
5361.2796  19.3542    8.5951     860.7277   1830.1571  0.0505     1.2002     0.1220     0.1365     
5361.4320  15.3127    8.5786     826.0054   1705.0858  0.0538     1.4493     0.1192     0.1334     
5361.5844  13.8503    8.5440     1024.4717  1885.4737  0.0573     1.8057     0.1194     0.1356     
5361.7368  12.2758    8.5665     1549.2384  1911.8301  0.0617     2.3873     0.1237     0.1394     
5361.8892  12.4692    8.5664     1403.5069  1950.0000  0.0662     3.1150     0.1281     0.1431     
5362.0416  11.1882    8.5470     1252.5650  1950.0000  0.0736     4.7009     0.1353     0.1458     
5362.1940  10.4835    8.5451     1152.0807  1950.0000  0.0677     3.3679     0.1274     0.1372     
5362.3464  9.6285     8.5808     1065.6812  1950.0000  0.0486     0.9327     0.1058     0.1140     
5362.4988  11.9715    8.5786     978.6797   1950.0000  0.0414     0.5024     0.0971     0.1012     
5362.6512  17.7597    8.5995     846.1200   1950.0000  0.0342     0.2429     0.0884     0.0884     
5362.8036  26.0214    8.6107     697.3428   1950.0000  0.0337     0.2168     0.0800     0.0800     
5362.9560  29.1739    8.5929     466.6668   1950.0000  0.0443     0.6175     0.0817     0.0895     
5363.1084  27.2700    8.5886     345.3171   1950.0000  0.0539     1.3500     0.0961     0.1037     
5363.2608  21.6056    8.5730     331.6297   1950.0000  0.0539     1.3458     0.1027     0.1086     
5363.4132  16.8824    8.5672     346.5649   1950.0000  0.0538     1.3517     0.1093     0.1135     
5363.5657  13.9119    8.5620     415.3473   1949.9978  0.0478     0.9036     0.1128     0.1184     
5363.7181  11.3517    8.5691     409.6466   1936.5732  0.0391     0.4986     0.1101     0.1234     
5363.8705  11.2936    8.5724     519.3637   1853.6371  0.0363     0.4089     0.1094     0.1252     
5364.0229  12.4672    8.5669     482.2855   1841.4186  0.0359     0.3962     0.1108     0.1246     
5364.1753  13.2978    8.5672     504.6576   1140.4975  0.0356     0.3835     0.1123     0.1240     
5364.3277  15.8898    8.5653     354.4068   654.8105   0.0310     0.2316     0.1102     0.1126     
5364.4801  17.4101    8.5724     286.5286   430.5273   0.0292     0.2038     0.1098     0.1154     
5364.6325  20.3278    8.5830     295.0016   328.4189   0.0286     0.2095     0.1098     0.1227     
5364.7849  23.3462    8.5704     169.1966   240.0107   0.0349     0.3821     0.1131     0.1293     
5364.9373  23.1014    8.5985     171.0085   192.7143   0.0412     0.6467     0.1165     0.1358     
5365.0897  17.7445    8.5841     152.8093   169.6604   0.0574     1.8325     0.1233     0.1370     
5365.2421  11.8831    8.5775     122.5013   170.3873   0.0822     7.5334     0.1323     0.1461     
5365.3945  7.9088     8.5451     123.0274   247.8550   0.1006     19.7349    0.1386     0.1550     
5365.5469  8.1964     8.5399     161.0654   300.2930   0.1055     25.4104    0.1419     0.1573     
5365.6993  8.4359     8.5263     222.7284   407.7917   0.1104     32.7058    0.1451     0.1596     
5365.8517  8.9801     8.5366     278.7826   1302.2122  0.1113     33.0157    0.1539     0.1623     
5366.0041  10.5814    8.5639     444.4771   1787.0837  0.1056     24.9896    0.1525     0.1589     
5366.1565  9.7522     8.5620     452.4592   1414.0817  0.1018     21.6264    0.1453     0.1530     
5366.3089  10.7571    8.5587     629.8376   1634.7505  0.1012     21.0850    0.1419     0.1525     
5366.4613  10.4969    8.5568     665.8056   1911.7396  0.1007     20.5594    0.1386     0.1520     
5366.6137  10.7703    8.5587     1001.8050  1950.0000  0.1027     22.7379    0.1402     0.1533     
5366.7661  11.1469    8.5609     1495.9967  1950.0000  0.0980     17.6496    0.1363     0.1514     
5366.9185  11.4653    8.5432     1439.6000  1950.0000  0.0867     10.3018    0.1239     0.1388     
5367.0709  11.8416    8.5466     801.2327   1946.3598  0.0821     8.2262     0.1193     0.1322     
5367.2233  11.9080    8.5535     921.9570   1774.5354  0.0776     6.4889     0.1148     0.1255     
5367.3757  11.2580    8.5587     911.1535   1950.0000  0.0770     8.2500     0.1087     0.1087     
5367.5281  10.4874    8.5609     710.0174   1950.0000  0.0824     12.7689    0.1107     0.1108     
5367.6805  8.8624     8.5660     804.8417   1950.0000  0.0915     37.2971    0.1095     0.1095     
5367.8329  8.6740     8.5535     896.3640   1950.0000  0.0926     35.1068    0.1053     0.1122     
5367.9853  9.5829     8.5587     803.7626   1950.0000  0.0936     33.4307    0.1011     0.1150     
5368.1377  10.0262    8.5672     899.5831   1950.0000  0.0879     14.6673    0.1223     0.1223     
5368.2901  11.1492    8.5723     870.2805   1950.0000  0.0982     35.1721    0.1234     0.1234     
5368.4425  10.2294    8.5682     598.5799   1950.0000  0.1076     105.5722   0.1237     0.1237     
5368.5949  10.2857    8.5708     370.9540   1950.0000  0.1069     341.0399   0.1153     0.1153     
5368.7473  8.5610     8.5532     246.3957   1944.6262  0.1062     30204.5297 0.1069     0.1070     
5368.8997  8.2910     8.5093     288.0457   1793.9824  0.0992     26.8889    0.0993     0.1331     
5369.0521  7.7027     8.5502     416.2891   1949.9966  0.0955     30.5386    0.0955     0.1206     
5369.2045  7.4387     8.5544     711.3273   1871.9019  0.0921     23.3978    0.1019     0.1191     
5369.3569  6.8988     8.5681     987.5425   855.7065   0.0886     20.4880    0.1045     0.1140     
5369.5093  5.8458     8.5609     293.3098   623.2934   0.0851     17.8652    0.1071     0.1090     
5369.6617  5.3842     8.5366     550.0807   505.5214   0.0785     9.4284     0.0977     0.1088     
5369.8141  4.7150     8.5267     598.6570   425.9700   0.0792     9.5198     0.0979     0.1106     
5369.9665  4.9112     8.5586     687.6788   407.0139   0.0885     19.0788    0.1123     0.1155     
5370.1189  4.9464     8.5300     380.0750   523.8159   0.0943     22.8545    0.1235     0.1251     
5370.2714  6.0717     8.5300     1165.5971  652.2492   0.1001     27.3876    0.1348     0.1348     
5370.4238  7.7825     8.5686     1426.3133  971.0000   0.1115     36.4123    0.1555     0.1570     
5370.5762  8.9466     8.5731     1116.1104  1950.0000  0.1121     42.0338    0.1472     0.1521     
5370.7286  8.9965     8.5742     764.8362   1950.0000  0.1041     37.2169    0.1311     0.1353     
5370.8810  8.9899     8.5698     1251.5796  1950.0000  0.1000     36.2859    0.1240     0.1267     
5371.0334  10.1473    8.5697     1734.1870  1950.0000  0.0960     36.7977    0.1170     0.1181     
5371.1858  10.0137    8.5742     1919.0527  1950.0000  0.1064     64.0611    0.1257     0.1282     
5371.3382  9.5711     8.5763     1342.9184  1950.0000  0.1175     98.1148    0.1352     0.1411     
5371.4906  8.9820     8.5808     1427.3033  1950.0000  0.1321     183.3574   0.1454     0.1557     
5371.6430  9.6185     8.5731     1372.1956  1950.0000  0.1350     212.1099   0.1478     0.1582     
5371.7954  9.7438     8.5698     1232.7687  1950.0000  0.1379     244.9240   0.1502     0.1607     
5371.9478  9.0432     8.5841     1464.2954  1950.0000  0.1376     208.5188   0.1504     0.1629     
5372.1002  8.4628     8.5808     810.7990   1950.0000  0.1260     95.4810    0.1427     0.1583     
5372.2526  8.4664     8.5698     1155.8314  1950.0000  0.1041     26.6469    0.1342     0.1488     
5372.4050  11.5213    8.5807     1008.8759  1950.0000  0.0993     20.5436    0.1350     0.1458     
5372.5574  14.2060    8.5775     1057.7888  1950.0000  0.0944     15.7967    0.1358     0.1429     
5372.7098  15.7772    8.5588     872.6667   1950.0000  0.0938     15.0504    0.1400     0.1439     
5372.8622  14.2899    8.5698     817.4126   1950.0000  0.1096     37.7437    0.1489     0.1496     
5373.0146  12.7691    8.5808     781.0181   1950.0000  0.1231     95.4789    0.1523     0.1523     
5373.1670  12.7068    8.5774     766.1012   1950.0000  0.1256     116.1600   0.1528     0.1528     
5373.3194  12.7538    8.5698     785.0167   1950.0000  0.1281     142.5825   0.1533     0.1533     
5373.4718  12.7411    8.5697     820.5298   1950.0000  0.1211     103.0144   0.1468     0.1468     
5373.6242  11.1695    8.5731     871.5194   1950.0000  0.1020     35.6541    0.1316     0.1316     
5373.7766  10.5358    8.5698     949.5728   1950.0000  0.0873     13.5096    0.1208     0.1237     
5373.9290  9.8992     8.5587     1068.2917  1950.0000  0.0910     16.4528    0.1216     0.1275     
5374.0814  11.3357    8.5807     1196.1355  1950.0000  0.0947     19.9523    0.1224     0.1313     
5374.2338  10.3687    8.5808     1257.3291  1950.0000  0.1097     46.2859    0.1331     0.1424     
5374.3862  10.4910    8.5653     1182.7381  1950.0000  0.1129     104.6374   0.1322     0.1322     
5374.5386  9.1821     8.5775     954.9276   1950.0000  0.1108     222.5302   0.1218     0.1218     
5374.6910  9.9310     8.5775     784.6523   1950.0000  0.1116     315.7679   0.1208     0.1208     
5374.8434  9.9382     8.5807     668.1923   1950.0000  0.1124     485.7519   0.1197     0.1198     
5374.9958  9.6884     8.5665     761.7573   1950.0000  0.1223     199.8288   0.1342     0.1390     
5375.1482  8.7589     8.5741     902.2599   1950.0000  0.1295     173.8917   0.1431     0.1523     
5375.3006  8.5702     8.5705     1141.6902  1950.0000  0.1312     171.7141   0.1501     0.1554     
5375.4530  8.4469     8.5665     1247.3818  1950.0000  0.1325     191.1032   0.1514     0.1557     
5375.6054  8.6886     8.5665     1280.7762  1950.0000  0.1337     213.0311   0.1527     0.1561     
5375.7578  7.9447     8.5775     1287.2980  1950.0000  0.1208     125.2099   0.1428     0.1428     
5375.9102  8.6411     8.5775     1275.1066  1950.0000  0.1038     47.7173    0.1286     0.1286     
5376.0626  8.7425     8.5775     1289.0655  1950.0000  0.0905     24.2111    0.1147     0.1147     
5376.2150  9.4866     8.5698     1309.4179  1950.0000  0.0953     30.6794    0.1201     0.1202     
5376.3674  9.9904     8.5731     1341.7380  1950.0000  0.1002     38.4481    0.1257     0.1257     
5376.5198  10.0071    8.5775     1375.8661  1950.0000  0.1129     62.8266    0.1413     0.1414     
5376.6722  10.1202    8.5841     1405.2534  1950.0000  0.1129     66.1948    0.1377     0.1403     
5376.8247  7.8817     8.5952     1433.6994  1950.0000  0.0999     26.6913    0.1163     0.1352     
5376.9771  7.1718     8.5698     1469.4476  1950.0000  0.1059     34.5358    0.1203     0.1426     
5377.1295  6.0880     8.5586     1521.2377  1950.0000  0.1120     44.1373    0.1243     0.1500     
5377.2819  7.7003     8.5576     1589.9358  1950.0000  0.1272     96.8988    0.1359     0.1606     
5377.4343  8.6638     8.5588     1647.6397  1950.0000  0.1327     208.6255   0.1444     0.1547     
5377.5867  8.9476     8.5708     1679.6265  1950.0000  0.1264     391.8511   0.1356     0.1387     
5377.7391  8.1417     8.5521     1688.3128  1950.0000  0.1246     417.1167   0.1339     0.1359     
5377.8915  8.2752     8.5443     1921.8525  1950.0000  0.1228     450.3340   0.1322     0.1331     
5378.0439  7.9860     8.5554     1653.9764  1950.0000  0.1264     473.7773   0.1373     0.1373     
5378.1963  8.0717     8.5400     1695.9845  1950.0000  0.1309     278.0063   0.1443     0.1482     
5378.3487  6.7566     8.5399     1896.5852  1950.0000  0.1367     276.1756   0.1465     0.1569     
5378.5011  7.3991     8.5367     1768.2928  1950.0000  0.1388     336.5393   0.1462     0.1576     
5378.6535  7.1509     8.5444     1813.3482  1950.0000  0.1408     414.4170   0.1459     0.1582     
5378.8059  7.4340     8.5443     1919.5975  1950.0000  0.1365     294.2720   0.1396     0.1558     
5378.9583  6.9524     8.5433     1891.5663  1950.0000  0.1265     105.3203   0.1320     0.1569     
5379.1107  7.1313     8.5631     1824.0815  1950.0000  0.1181     50.6256    0.1284     0.1614     
5379.2631  7.3432     8.5477     1785.5886  1950.0000  0.1190     54.6145    0.1310     0.1604     
5379.4155  7.1683     8.5400     1776.4452  1950.0000  0.1198     59.2632    0.1337     0.1594     
5379.5679  7.7489     8.5444     1797.0370  1950.0000  0.1218     111.3726   0.1371     0.1466     
5379.7203  7.2106     8.5477     1831.7382  1950.0000  0.1185     128.7957   0.1334     0.1385     
5379.8727  7.4855     8.5509     1858.4971  1950.0000  0.1180     138.6148   0.1283     0.1367     
5380.0251  6.9038     8.5400     1849.9878  1950.0000  0.1101     100.8880   0.1195     0.1281     
5380.1775  7.9911     8.5477     1792.1487  1950.0000  0.1022     71.5249    0.1107     0.1194     
5380.3299  8.2010     8.5470     1697.1850  1950.0000  0.0719     17.3961    0.0808     0.0841     
5380.4823  8.8470     8.5664     1596.1621  1950.0000  0.0419     0.9585     0.0548     0.0548     
5380.6347  8.0624     8.5775     1519.0280  1950.0000  0.0496     1.9913     0.0640     0.0640     
5380.7871  7.0152     8.5630     1474.3431  1950.0000  0.0658     9.3916     0.0788     0.0793     
5380.9395  6.4793     8.5400     1452.4452  1950.0000  0.0820     33.8186    0.0937     0.0947     
5381.0919  6.6663     8.5554     1435.6074  1950.0000  0.1019     75.0735    0.1134     0.1183     
5381.2443  7.4488     8.5476     1417.6679  1950.0000  0.1039     65.3064    0.1137     0.1236     
5381.3967  6.9787     8.5444     1412.2690  1950.0000  0.1028     58.3699    0.1076     0.1232     
5381.5491  6.5963     8.5477     1440.8031  1950.0000  0.1037     64.4992    0.1078     0.1233     
5381.7015  6.3536     8.5586     1515.5199  1950.0000  0.1046     71.4465    0.1081     0.1234     
5381.8539  6.8054     8.5366     1630.0406  1950.0000  0.1106     64.3216    0.1134     0.1361     
5382.0063  7.1062     8.5444     1757.9360  1950.0000  0.1143     81.0095    0.1224     0.1387     
5382.1587  6.5291     8.5400     1866.9465  1950.0000  0.1112     58.4762    0.1270     0.1395     
5382.3111  5.9047     8.5510     1938.4047  1950.0000  0.1085     53.3726    0.1263     0.1359     
5382.4635  6.2479     8.5690     1950.0000  1950.0000  0.1058     48.6423    0.1255     0.1324     
5382.6159  6.9754     8.5775     1950.0000  1950.0000  0.1056     53.1039    0.1239     0.1301     
5382.7683  6.8416     8.5859     1950.0000  1950.0000  0.1156     91.1167    0.1327     0.1390     
5382.9207  6.0816     8.5995     1950.0000  1950.0000  0.1193     114.1363   0.1388     0.1418     
5383.0731  6.3208     8.5842     1950.0000  1950.0000  0.1190     98.6002    0.1401     0.1438     
5383.2255  6.9141     8.5918     1950.0000  1950.0000  0.1187     86.6701    0.1415     0.1459     
5383.3779  7.6372     8.6028     1950.0000  1950.0000  0.1179     80.1864    0.1396     0.1459     
5383.5304  7.8547     8.5809     1950.0000  1950.0000  0.1275     115.4154   0.1485     0.1567     
5383.6828  8.0155     8.5919     1947.7519  1950.0000  0.1497     315.6328   0.1686     0.1757     
5383.8352  7.5219     8.6217     1895.5889  1950.0000  0.1596     532.5557   0.1767     0.1826     
5383.9876  7.0626     8.6361     1821.5272  1950.0000  0.1694     914.8193   0.1848     0.1896     
5384.1400  7.1514     8.6151     1742.9315  1950.0000  0.1727     1274.0447  0.1902     0.1902     
5384.2924  7.3345     8.5918     1683.5227  1950.0000  0.1618     940.0322   0.1786     0.1786     
5384.4448  7.9910     8.5841     1662.5693  1950.0000  0.1551     864.1374   0.1695     0.1704     
5384.5972  7.9638     8.5808     1686.7537  1950.0000  0.1563     1154.4917  0.1668     0.1695     
5384.7496  8.3963     8.5841     1748.1089  1950.0000  0.1575     1619.9247  0.1640     0.1686     
5384.9020  9.6053     8.5995     1826.6476  1950.0000  0.1590     1511.5654  0.1641     0.1710     
5385.0544  10.3713    8.5807     1895.1538  1950.0000  0.1566     874.8611   0.1663     0.1724     
5385.2068  10.5641    8.5698     1931.7044  1950.0000  0.1503     490.7191   0.1646     0.1698     
5385.3592  9.5496     8.5434     1926.1642  1950.0000  0.1420     368.0901   0.1560     0.1612     
5385.5116  8.6699     8.5841     1873.2182  1950.0000  0.1337     271.1704   0.1474     0.1526     
5385.6640  8.0502     8.5919     1775.5911  1950.0000  0.1262     171.8475   0.1380     0.1470     
5385.8164  8.5764     8.5830     1647.8274  1950.0000  0.1224     119.2940   0.1375     0.1465     
5385.9688  10.9896    8.5919     1522.0744  1950.0000  0.1264     129.0902   0.1472     0.1521     
5386.1212  12.7563    8.5951     1424.4164  1950.0000  0.1297     162.7127   0.1510     0.1537     
5386.2736  13.2595    8.5698     1353.9144  1950.0000  0.1329     206.6065   0.1547     0.1552     
5386.4260  12.6149    8.5698     1318.4859  1950.0000  0.1285     182.6289   0.1479     0.1498     
5386.5784  12.2512    8.5588     1280.3480  1950.0000  0.1300     194.0820   0.1479     0.1514     
5386.7308  11.8308    8.5705     1109.4440  1950.0000  0.1174     64.8703    0.1421     0.1503     
5386.8832  10.2322    8.5664     865.6422   1950.0000  0.1086     42.3651    0.1360     0.1425     
5387.0356  10.3962    8.5807     840.3523   1950.0000  0.0998     26.9918    0.1298     0.1347     
5387.1880  10.6779    8.5588     874.4972   1950.0000  0.0717     5.5678     0.1003     0.1055     
5387.3404  11.4564    8.5808     742.9496   1950.0000  0.0528     1.4043     0.0760     0.0853     
5387.4928  12.0821    8.5776     653.1993   1950.0000  0.0603     2.5848     0.0793     0.0923     
5387.6452  14.0038    8.5841     728.8512   1950.0000  0.0702     5.4541     0.0889     0.1006     
5387.7976  14.4897    8.5809     731.8335   1950.0000  0.0800     10.8199    0.0984     0.1089     
5387.9500  13.6915    8.5807     707.6268   1950.0000  0.0852     21.1703    0.1055     0.1061     
5388.1024  11.1427    8.5655     761.7810   1950.0000  0.0724     12.3690    0.0886     0.0886     
5388.2548  11.4885    8.5742     809.4132   1950.0000  0.0576     3.5640     0.0743     0.0746     
5388.4072  11.8168    8.5918     850.4975   1950.0000  0.0511     1.6545     0.0704     0.0712     
5388.5596  11.6180    8.5961     870.0247   1950.0000  0.0445     0.7740     0.0665     0.0679     
5388.7120  10.0726    8.5698     868.1667   1950.0000  0.0323     0.1754     0.0575     0.0633     
5388.8644  9.9788     8.5774     862.1203   1950.0000  0.0238     0.0521     0.0505     0.0530     
5389.0168  10.5833    8.5806     873.7497   1950.0000  0.0251     0.0638     0.0472     0.0532     
5389.1692  11.2222    8.5842     921.8771   1950.0000  0.0315     0.1581     0.0503     0.0595     
5389.3216  9.9647     8.5776     997.3292   1950.0000  0.0379     0.3490     0.0534     0.0658     
5389.4740  9.5026     8.5807     1088.1392  1950.0000  0.0508     1.9729     0.0592     0.0672     
5389.6264  11.1999    8.5918     1184.9191  1950.0000  0.0570     5.8113     0.0644     0.0678     
5389.7788  12.7833    8.5765     1293.0279  1950.0000  0.0621     7.2602     0.0737     0.0752     
5389.9312  13.3701    8.5808     1419.8887  1950.0000  0.0673     6.7890     0.0809     0.0868     
5390.0837  12.0034    8.5698     1555.3973  1950.0000  0.0725     7.4116     0.0881     0.0984     
5390.2361  14.8098    8.5775     1659.6719  1950.0000  0.0937     24.1779    0.1109     0.1223     
5390.3885  17.4993    8.5698     1696.8721  1950.0000  0.1246     113.1059   0.1445     0.1515     
5390.5409  18.9499    8.5807     1661.0442  1950.0000  0.1399     190.3602   0.1678     0.1688     
5390.6933  16.3890    8.5741     1576.8155  1950.0000  0.1315     130.9077   0.1609     0.1615     
5390.8457  14.1649    8.5774     1376.8713  1950.0000  0.1231     88.7670    0.1540     0.1542     
5390.9981  14.1970    8.5731     1178.2042  1950.0000  0.1099     49.5781    0.1395     0.1409     
5391.1505  15.2056    8.5622     1067.1632  1950.0000  0.1210     120.6998   0.1413     0.1440     
5391.3029  15.5439    8.5775     1179.3583  1950.0000  0.1557     762.0397   0.1683     0.1725     
5391.4553  13.9770    8.5884     1029.8653  1950.0000  0.1645     1130.6365  0.1744     0.1804     
5391.6077  14.0684    8.5731     1249.7384  1950.0000  0.1732     1667.0861  0.1803     0.1882     
5391.7601  15.5701    8.5589     1254.7043  1950.0000  0.1672     2929.3184  0.1695     0.1770     
5391.9125  18.8693    8.5620     1283.2817  1950.0000  0.1577     20527.6267 0.1606     0.1606     
5392.0649  18.9425    8.5621     1310.2792  1950.0000  0.1482     2059.1825  0.1562     0.1562     
5392.2173  19.9755    8.5654     1358.7036  1950.0000  0.1412     765.7866   0.1531     0.1531     
5392.3697  19.0816    8.5501     1367.7828  1950.0000  0.1342     358.6595   0.1501     0.1501     
5392.5221  19.3942    8.5598     1541.9758  1950.0000  0.1302     202.9358   0.1479     0.1511     
5392.6745  17.1304    8.5620     1908.1215  1950.0000  0.1272     101.7969   0.1421     0.1591     
5392.8269  16.4499    8.5697     1379.1202  1950.0000  0.1306     94.2145    0.1453     0.1689     
5392.9793  15.4407    8.5732     947.6914   1950.0000  0.1282     84.7806    0.1440     0.1671     
5393.1317  15.9431    8.5686     1315.1891  1950.0000  0.1259     76.3979    0.1428     0.1652     
5393.2841  15.8827    8.5655     1257.3339  1950.0000  0.1314     110.0561   0.1479     0.1660     
5393.4365  15.2682    8.5740     1790.6802  1950.0000  0.1330     200.2161   0.1499     0.1559     
5393.5889  13.9911    8.5740     1934.1683  1950.0000  0.1390     330.2482   0.1543     0.1582     
5393.7413  11.5582    8.5622     1598.4220  1950.0000  0.1383     374.5215   0.1522     0.1557     
5393.8937  10.0720    8.5587     1512.1896  1950.0000  0.1376     432.6526   0.1500     0.1532     
5394.0461  9.4985     8.5587     905.4059   1950.0000  0.1323     247.4010   0.1439     0.1516     
