DEPTH      GR         CAL        RES90      RES10      nmrFF      nmrPerm    nmrPhie    nmrPhiT    
M          gAPI       in         ohm.m      ohm.m      Dec        md         Dec        Dec        
$Format : 11,11,11,11,11,11,11,11,11
5420.9385  30.1909    12.1792    263.3949   1950.0000  0.0640     2.7220     0.1088     0.1176     
5420.9639  30.1909    12.1792    189.9346   1950.0000  0.0640     2.7220     0.1088     0.1176     
5420.9893  30.1909    12.1737    -999.0000  -999.0000  0.0640     2.7220     0.1088     0.1176     
5421.0147  30.1909    12.1865    -999.0000  -999.0000  0.0640     2.7220     0.1088     0.1176     
5421.0401  30.1909    12.1792    -999.0000  -999.0000  0.0640     2.7220     0.1088     0.1176     
5421.0655  30.1909    12.1956    -999.0000  -999.0000  0.0640     2.7220     0.1088     0.1176     
5421.0909  29.5361    12.1865    151.8195   1950.0000  0.0591     1.9632     0.1107     0.1126     
5421.1163  29.5361    12.2011    137.4235   1950.0000  0.0591     1.9632     0.1107     0.1126     
5421.1417  29.5361    12.2083    -999.0000  -999.0000  0.0591     1.9632     0.1107     0.1126     
5421.1671  29.5361    12.2011    -999.0000  -999.0000  0.0591     1.9632     0.1107     0.1126     
5421.1925  29.5361    12.2120    -999.0000  -999.0000  0.0591     1.9632     0.1107     0.1126     
5421.2179  29.5361    12.1865    -999.0000  -999.0000  0.0591     1.9632     0.1107     0.1126     
5421.2433  27.7506    12.2083    105.3858   1950.0000  0.0517     1.1413     0.1031     0.1034     
5421.2687  27.7506    12.2156    75.2090    1950.0000  0.0517     1.1413     0.1031     0.1034     
5421.2941  27.7506    12.2083    -999.0000  -999.0000  0.0517     1.1413     0.1031     0.1034     
5421.3195  27.7506    12.2175    -999.0000  -999.0000  0.0517     1.1413     0.1031     0.1034     
5421.3449  27.7506    12.2229    -999.0000  -999.0000  0.0517     1.1413     0.1031     0.1034     
5421.3703  27.7506    12.2156    -999.0000  -999.0000  0.0517     1.1413     0.1031     0.1034     
5421.3957  25.4135    12.2156    74.2411    1950.0000  0.0536     1.3268     0.1021     0.1023     
5421.4211  25.4135    12.2083    79.4991    1950.0000  0.0536     1.3268     0.1021     0.1023     
5421.4465  25.4135    12.2011    -999.0000  -999.0000  0.0536     1.3268     0.1021     0.1023     
5421.4719  25.4135    12.2011    -999.0000  -999.0000  0.0536     1.3268     0.1021     0.1023     
5421.4973  25.4135    12.1865    -999.0000  -999.0000  0.0536     1.3268     0.1021     0.1023     
5421.5227  25.4135    12.1792    -999.0000  -999.0000  0.0536     1.3268     0.1021     0.1023     
5421.5481  23.3008    12.1646    107.1570   1950.0000  0.0567     1.6991     0.1021     0.1021     
5421.5735  23.3008    12.1646    126.3997   1950.0000  0.0567     1.6991     0.1021     0.1021     
5421.5989  23.3008    12.1719    -999.0000  -999.0000  0.0567     1.6991     0.1021     0.1021     
5421.6243  23.3008    12.1646    -999.0000  -999.0000  0.0567     1.6991     0.1021     0.1021     
5421.6497  23.3008    12.1792    -999.0000  -999.0000  0.0567     1.6991     0.1021     0.1021     
5421.6751  23.3008    12.1719    -999.0000  -999.0000  0.0567     1.6991     0.1021     0.1021     
5421.7005  22.0332    12.1628    148.8640   1950.0000  0.0682     3.9801     0.1084     0.1084     
5421.7259  22.0332    12.1573    166.0539   1950.0000  0.0682     3.9801     0.1084     0.1084     
5421.7513  22.0332    12.1573    -999.0000  -999.0000  0.0682     3.9801     0.1084     0.1084     
5421.7767  22.0332    12.1792    -999.0000  -999.0000  0.0682     3.9801     0.1084     0.1084     
5421.8021  22.0332    12.1737    -999.0000  -999.0000  0.0682     3.9801     0.1084     0.1084     
5421.8275  22.0332    12.1719    -999.0000  -999.0000  0.0682     3.9801     0.1084     0.1084     
5421.8529  20.7833    12.1792    320.2271   1950.0000  0.0701     4.5425     0.1094     0.1094     
5421.8783  20.7833    12.1792    354.5823   1950.0000  0.0701     4.5425     0.1094     0.1094     
5421.9037  20.7833    12.1646    -999.0000  -999.0000  0.0701     4.5425     0.1094     0.1094     
5421.9291  20.7833    12.1737    -999.0000  -999.0000  0.0701     4.5425     0.1094     0.1094     
5421.9545  20.7833    12.1646    -999.0000  -999.0000  0.0701     4.5425     0.1094     0.1094     
5421.9799  20.7833    12.1573    -999.0000  -999.0000  0.0701     4.5425     0.1094     0.1094     
5422.0053  19.1850    12.1573    453.0174   1950.0000  0.0766     7.4179     0.1115     0.1117     
5422.0307  19.1850    12.1573    258.4598   1950.0000  0.0766     7.4179     0.1115     0.1117     
5422.0561  19.1850    12.1646    -999.0000  -999.0000  0.0766     7.4179     0.1115     0.1117     
5422.0815  19.1850    12.1719    -999.0000  -999.0000  0.0766     7.4179     0.1115     0.1117     
5422.1069  19.1850    12.1792    -999.0000  -999.0000  0.0766     7.4179     0.1115     0.1117     
5422.1323  19.1850    12.1846    -999.0000  -999.0000  0.0766     7.4179     0.1115     0.1117     
