DEPTH      GR         CAL        RES90      RES10      nmrFF      nmrPerm    nmrPhie    nmrPhiT    
5455.1580  30.2936    19.0571    325.5417   1.7393     0.3008     1560.1131  0.8323     0.8463     
5455.3104  35.1262    18.9438    377.3109   2.0588     0.2981     1519.0532  0.8290     0.8473     
5455.4628  35.2088    19.0822    399.9645   2.1657     0.2802     1210.2805  0.8005     0.8142     
5455.6153  30.7364    19.0318    364.6763   2.1441     0.2623     951.5098   0.7719     0.7809     
5455.7677  21.8835    18.6915    202.5187   3.5472     0.2067     366.7531   0.6079     0.6145     
5455.9201  17.2378    16.9413    178.3891   5.0254     0.0590     2.9998     0.2070     0.2120     
5456.0725  16.1116    12.7144    140.4391   7.6972     0.0389     0.5868     0.1390     0.1437     
5456.2249  18.3688    12.8276    147.9628   6.9749     0.0387     0.5866     0.1389     0.1448     
5456.3773  21.6661    12.8402    89.8407    4.7836     0.0386     0.5865     0.1388     0.1459     
5456.5297  24.4372    12.8152    68.4716    4.5363     0.0370     0.5573     0.1374     0.1531     
5456.6821  26.3994    12.9535    44.1537    4.1820     0.0459     1.1067     0.1488     0.1653     
5456.8345  24.2839    13.0164    67.3642    4.3507     0.0653     3.3993     0.1675     0.1794     
5456.9869  20.5208    13.1171    80.0600    4.4291     0.0864     9.1001     0.1796     0.1930     
5457.1393  17.0321    13.0667    87.8215    4.3400     0.0878     9.7257     0.1759     0.1955     
5457.2917  15.3195    13.1171    85.0938    4.1428     0.0893     10.3807    0.1721     0.1979     
5457.4441  14.2221    13.1926    85.0857    4.1800     0.0759     5.5657     0.1418     0.1798     
5457.5965  14.1950    13.1926    87.0814    4.0670     0.0618     2.4099     0.1124     0.1421     
5457.7489  15.6275    13.2178    116.2642   4.1530     0.0598     2.1320     0.1138     0.1399     
5457.9013  18.0121    13.2303    131.9090   4.3506     0.0578     1.8797     0.1152     0.1377     
5458.0537  18.8612    13.1674    136.7427   4.4893     0.0476     0.9112     0.1119     0.1226     
5458.2061  18.9043    13.1171    59.8249    4.4274     0.0464     0.7634     0.1010     0.1021     
5458.3585  21.0520    13.1170    35.6066    4.5048     0.0951     18.4946    0.1359     0.1359     
5458.5109  23.3798    12.9659    29.9827    4.5140     0.1057     28.6320    0.1503     0.1503     
5458.6633  23.2898    12.6387    30.3866    4.4067     0.1162     42.4564    0.1646     0.1646     
5458.8157  20.5719    12.3873    30.3365    4.1523     0.1095     29.3732    0.1636     0.1636     
5458.9681  19.2662    12.5633    42.9932    4.2457     0.0843     8.5486     0.1440     0.1452     
5459.1205  20.6393    12.6138    107.4060   4.9286     0.0358     0.2971     0.0943     0.0943     
5459.2729  21.9655    12.7396    105.7278   4.8503     0.0335     0.2230     0.0857     0.0857     
5459.4253  18.7958    12.8402    108.1012   4.9248     0.0312     0.1641     0.0771     0.0771     
5459.5777  14.6225    12.8906    122.5812   4.9536     0.0329     0.1880     0.0685     0.0685     
5459.7301  10.4390    12.9409    124.1651   4.8785     0.0384     0.3540     0.0676     0.0700     
5459.8825  9.7342     12.8906    265.0138   4.9675     0.0398     0.4094     0.0669     0.0880     
5460.0349  9.8997     12.8907    323.4907   4.9163     0.0385     0.3626     0.0710     0.0885     
5460.1873  10.3350    13.0668    338.1169   4.7731     0.0371     0.3212     0.0751     0.0890     
5460.3397  10.7824    13.1423    500.2145   4.6563     0.0356     0.2619     0.0782     0.0797     
5460.4921  10.8136    13.1926    579.0544   4.8088     0.0372     0.3116     0.0812     0.0812     
5460.6445  11.2533    13.2429    346.6876   4.8588     0.0373     0.3183     0.0785     0.0848     
5460.7969  11.8456    13.2179    189.1528   5.1139     0.0355     0.2670     0.0780     0.0837     
5460.9493  12.2653    13.3437    162.1762   5.2068     0.0338     0.2228     0.0774     0.0826     
5461.1017  12.7585    13.4191    108.8110   5.0916     0.0352     0.2660     0.0839     0.0876     
5461.2541  14.1487    13.3939    79.6401    5.0273     0.0361     0.2984     0.0892     0.0916     
5461.4065  15.6423    13.3688    82.4164    5.1126     0.0356     0.2794     0.0885     0.0889     
5461.5589  16.5681    13.3938    125.0122   5.2076     0.0340     0.2271     0.0825     0.0827     
5461.7113  16.0651    13.3310    113.5305   5.0899     0.0323     0.1827     0.0765     0.0765     
5461.8637  14.8391    13.2933    127.1885   4.9716     0.0286     0.1195     0.0743     0.0743     
5462.0161  13.7919    13.2430    250.9033   5.0263     0.0240     0.0645     0.0691     0.0691     
5462.1685  12.6276    13.3689    294.7249   5.0632     0.0154     0.0176     0.0664     0.0664     
5462.3210  12.4005    13.4695    409.6605   5.0458     0.0146     0.0197     0.0701     0.0778     
5462.4734  11.9643    13.5450    925.9497   5.1261     0.0152     0.0213     0.0700     0.0772     
5462.6258  13.2588    13.5701    860.0894   5.0758     0.0157     0.0229     0.0698     0.0766     
5462.7782  14.3545    13.5701    195.3481   5.1999     0.0160     0.0190     0.0596     0.0647     
5462.9306  13.6223    13.5826    143.3533   5.3054     0.0239     0.0668     0.0625     0.0728     
5463.0830  10.4482    13.5192    260.9346   5.2993     0.0297     0.1348     0.0683     0.0741     
5463.2354  7.5693     12.9660    315.3323   5.3523     0.0355     0.2573     0.0741     0.0753     
5463.3878  6.3896     12.8905    221.4872   5.3931     0.0514     1.1948     0.0866     0.0866     
5463.5402  5.8747     12.7900    186.0480   5.2281     0.0518     1.1873     0.0931     0.0931     
5463.6926  5.2766     12.8402    239.8011   5.2781     0.0408     0.4625     0.0879     0.0948     
5463.8450  5.3515     12.8780    775.5418   5.5268     0.0352     0.2606     0.0794     0.0847     
5463.9974  6.0837     12.8402    831.9509   5.4832     0.0296     0.1341     0.0710     0.0746     
5464.1498  5.9924     12.8654    712.4881   5.3094     0.0341     0.2390     0.0723     0.0875     
5464.3022  5.8461     12.8781    1258.8952  5.3914     0.0223     0.0924     0.0764     0.1082     
5464.4546  6.1657     12.9409    1515.2079  5.3876     0.0210     0.0768     0.0827     0.1056     
5464.6070  7.3581     12.9408    422.5145   5.3787     0.0291     0.1975     0.0954     0.1135     
5464.7594  7.2068     12.8906    201.5349   5.2098     0.0371     0.4225     0.1081     0.1219     
5464.9118  6.3102     12.9157    273.9398   5.0944     0.0451     0.8079     0.1208     0.1304     
5465.0642  5.4556     12.9157    259.6621   4.9929     0.0590     2.3309     0.1602     0.1681     
5465.2166  5.3075     12.9031    186.0767   4.9916     0.0606     2.4171     0.1475     0.1588     
5465.3690  6.2312     12.8654    125.5202   5.2851     0.0620     2.5292     0.1381     0.1523     
5465.5214  7.4332     12.8654    112.1426   5.1895     0.0633     2.6638     0.1287     0.1456     
5465.6738  8.1466     12.8654    99.6894    5.3279     0.0548     1.4578     0.0972     0.1031     
5465.8262  7.6866     12.8906    349.2213   5.4588     0.0396     0.3969     0.0814     0.0851     
5465.9786  6.6905     12.8907    352.2245   5.3401     0.0293     0.1315     0.0759     0.0759     
5466.1310  8.1686     12.9913    273.5650   5.1890     0.0270     0.0968     0.0715     0.0715     
5466.2834  12.2339    13.0919    148.0989   5.0869     0.0248     0.0695     0.0672     0.0672     
5466.4358  14.8283    13.0920    76.5393    5.1064     0.0247     0.0687     0.0662     0.0671     
5466.5882  13.7270    13.1423    239.4756   5.2869     0.0244     0.0675     0.0666     0.0691     
5466.7406  10.5386    13.1174    380.7235   5.2927     0.0229     0.0555     0.0618     0.0683     
5466.8930  9.1496     13.3185    804.0427   5.2019     0.0188     0.0419     0.0599     0.0844     
5467.0454  9.8396     13.3688    985.3942   5.1662     0.0195     0.0405     0.0627     0.0769     
5467.1978  10.4954    13.3436    988.0439   5.1625     0.0202     0.0391     0.0655     0.0693     
5467.3502  10.7423    13.3184    1387.9780  5.1218     0.0220     0.0440     0.0607     0.0607     
5467.5026  11.3330    13.3184    1589.5421  5.1088     0.0233     0.0480     0.0507     0.0507     
5467.6550  11.4546    13.3436    1864.1280  5.0870     0.0211     0.0324     0.0478     0.0478     
5467.8074  11.5594    13.3688    1584.2906  5.2502     0.0188     0.0211     0.0448     0.0449     
5467.9598  11.4106    13.3434    1648.8354  5.2024     0.0167     0.0147     0.0398     0.0467     
5468.1122  10.8513    13.2429    2420.5838  5.6580     0.0172     0.0171     0.0380     0.0493     
5468.2646  10.6999    13.2173    5006.9091  5.8069     0.0056     0.0006     0.0385     0.0385     
5468.4170  10.9611    12.8904    8795.3498  5.8703     0.0058     0.0007     0.0381     0.0381     
5468.5694  13.4876    12.7395    6687.5953  6.0090     0.0060     0.0007     0.0377     0.0377     
5468.7218  14.5420    12.7143    2150.9135  6.2575     0.0157     0.0123     0.0455     0.0455     
5468.8743  15.0305    12.6639    1153.2455  6.5032     0.0358     0.2967     0.0937     0.0938     
5469.0267  12.0525    12.6137    404.9774   6.1855     0.0485     1.0551     0.1273     0.1362     
5469.1791  9.9325     12.6011    269.2521   5.9202     0.0542     1.6835     0.1432     0.1562     
5469.3315  8.3340     12.5885    202.6174   5.8081     0.0524     1.4463     0.1349     0.1488     
5469.4839  8.9629     12.5885    350.3463   5.8731     0.0505     1.2347     0.1267     0.1414     
5469.6363  9.4511     12.5632    568.6755   6.0384     0.0441     0.6637     0.1090     0.1122     
5469.7887  9.4816     12.4883    736.4928   5.9678     0.0423     0.6087     0.1183     0.1183     
5469.9411  9.4649     12.7144    597.3280   5.7979     0.0469     0.8688     0.1230     0.1230     
5470.0935  9.3488     12.7394    190.6663   5.7262     0.0515     1.2113     0.1277     0.1277     
5470.2459  9.3921     12.6892    76.7636    5.4209     0.0628     2.5546     0.1408     0.1409     
5470.3983  9.1040     12.6641    106.6248   5.4835     0.0652     3.0406     0.1535     0.1553     
5470.5507  8.9716     12.7144    117.7781   5.5912     0.0570     1.7483     0.1269     0.1305     
5470.7031  8.9812     12.7396    200.5216   5.5678     0.0565     1.6390     0.1177     0.1200     
5470.8555  8.9553     12.8152    301.9418   5.6564     0.0559     1.5647     0.1086     0.1095     
5471.0079  8.5156     12.8906    326.7137   5.7012     0.0503     1.0366     0.1058     0.1080     
5471.1603  7.3956     12.8907    262.3586   5.6452     0.0453     0.7198     0.1109     0.1109     
5471.3127  7.3157     12.9411    246.5618   5.6110     0.0461     0.7689     0.1117     0.1117     
5471.4651  8.3903     13.0416    319.6812   5.5848     0.0442     0.6483     0.1070     0.1070     
5471.6175  9.6397     13.0166    358.3020   5.6459     0.0422     0.5420     0.1022     0.1022     
5471.7699  9.2280     13.1172    503.7015   5.5301     0.0303     0.1564     0.0779     0.0823     
5471.9223  8.8519     13.1675    553.4702   5.6147     0.0366     0.3051     0.0882     0.0890     
5472.0747  8.9954     13.2051    608.5885   5.5638     0.0447     0.6614     0.0989     0.1028     
5472.2271  10.2736    13.1673    375.7503   5.4040     0.0448     0.6494     0.0931     0.0934     
5472.3795  11.5404    13.1297    235.0539   5.4003     0.0422     0.5084     0.0883     0.0884     
5472.5319  10.4594    13.1422    259.5214   5.3695     0.0395     0.3917     0.0835     0.0835     
5472.6843  8.9791     13.0918    270.7917   5.2312     0.0359     0.2687     0.0779     0.0779     
5472.8367  7.0413     13.0418    295.2069   5.1323     0.0319     0.2253     0.0882     0.1022     
5472.9891  6.7514     13.1425    415.8583   5.0422     0.0291     0.1792     0.0836     0.1052     
5473.1415  6.2634     13.2183    632.6076   5.1479     0.0263     0.1409     0.0789     0.1081     
5473.2939  5.8449     13.4440    1318.7246  4.7347     0.0205     0.0615     0.0656     0.0950     
5473.4463  5.8316     13.3184    1912.8697  4.7546     0.0115     0.0069     0.0475     0.0581     
5473.5987  6.3064     13.3188    1563.0891  4.8471     0.0091     0.0019     0.0358     0.0358     
5473.7511  6.6962     13.5195    1979.2048  4.7990     0.0109     0.0030     0.0333     0.0333     
5473.9035  6.9752     13.3690    2069.5533  4.7771     0.0128     0.0046     0.0309     0.0310     
5474.0559  7.2978     13.4442    1746.7785  4.8969     0.0194     0.0375     0.0456     0.0733     
5474.2083  7.7565     13.4190    877.5275   4.7972     0.0291     0.1543     0.0598     0.0927     
5474.3607  8.8182     13.3684    309.8705   4.7299     0.0404     0.4547     0.0795     0.0985     
5474.5131  9.1998     13.1926    334.6145   4.7455     0.0541     1.3723     0.0967     0.1041     
5474.6655  10.1684    13.1924    312.9485   4.9545     0.0568     1.6904     0.0987     0.1046     
5474.8179  9.4273     13.0922    196.8471   4.9099     0.0595     2.0792     0.1007     0.1050     
5474.9703  10.0140    13.2177    105.9942   4.7676     0.0553     1.5600     0.0920     0.0967     
5475.1227  8.8892     13.1673    137.8659   4.5878     0.0433     0.5603     0.0805     0.0852     
5475.2751  8.8794     13.1296    212.1848   4.5731     0.0377     0.3347     0.0811     0.0871     
5475.4275  8.1992     13.0923    438.5794   4.7657     0.0321     0.1998     0.0817     0.0889     
5475.5800  8.5054     13.2684    409.2315   4.6982     0.0218     0.0743     0.0929     0.0967     
5475.7324  8.8335     13.4192    371.5140   4.5732     0.0213     0.0627     0.0897     0.0897     
5475.8848  9.5963     13.4442    364.9931   4.5241     0.0229     0.0713     0.0854     0.0854     
5476.0372  9.4495     13.4190    288.1835   4.5403     0.0224     0.0683     0.0845     0.0867     
5476.1896  9.1140     13.3938    296.4744   4.6900     0.0218     0.0653     0.0835     0.0881     
5476.3420  7.8190     13.3434    443.5695   4.6872     0.0131     0.0181     0.0704     0.0872     
5476.4944  7.5538     13.2680    831.5889   4.7483     0.0096     0.0072     0.0606     0.0773     
5476.6468  7.4383     13.2428    477.3247   4.7919     0.0159     0.0156     0.0521     0.0566     
5476.7992  6.7175     13.2050    403.6294   4.6765     0.0151     0.0116     0.0498     0.0498     
5476.9516  6.0663     13.1172    961.1073   4.5612     0.0127     0.0070     0.0487     0.0487     
5477.1040  5.3286     13.1552    1685.8354  4.6021     0.0104     0.0040     0.0476     0.0476     
5477.2564  5.2742     13.3184    1517.7101  4.7876     0.0132     0.0087     0.0527     0.0527     
5477.4088  5.6968     13.3185    1168.9912  4.9405     0.0187     0.0265     0.0597     0.0597     
5477.5612  5.8006     13.3438    395.4905   4.9117     0.0222     0.0457     0.0611     0.0611     
5477.7136  6.5383     13.4317    156.0959   4.7630     0.0258     0.0751     0.0625     0.0625     
5477.8660  6.3586     13.4440    314.0146   4.6482     0.0281     0.1039     0.0590     0.0655     
5478.0184  6.8733     13.3184    509.6542   4.8596     0.0212     0.0421     0.0488     0.0650     
5478.1708  7.7244     13.3058    575.8224   4.9038     0.0141     0.0094     0.0452     0.0489     
5478.3232  8.8764     13.2678    360.0136   4.7916     0.0105     0.0041     0.0453     0.0471     
5478.4756  9.2684     13.1425    261.5264   4.7855     0.0070     0.0014     0.0453     0.0453     
5478.6280  8.8567     13.2177    111.4705   4.7616     0.0114     0.0051     0.0476     0.0476     
5478.7804  8.0419     13.1927    107.3549   4.7407     0.0174     0.0183     0.0517     0.0517     
5478.9328  8.1436     13.2302    207.3510   5.0349     0.0179     0.0340     0.0600     0.0795     
5479.0852  8.4858     13.1915    230.8871   5.2364     0.0131     0.0166     0.0665     0.0827     
5479.2376  8.7046     12.7899    193.3113   5.4686     0.0127     0.0152     0.0707     0.0821     
5479.3900  8.9828     12.7904    209.8508   5.3509     0.0123     0.0140     0.0748     0.0815     
5479.5424  8.9427     12.9913    191.8615   5.1781     0.0131     0.0165     0.0824     0.0824     
5479.6948  9.6934     13.0162    208.6693   5.0776     0.0225     0.0742     0.0876     0.0912     
5479.8472  10.1213    12.9409    320.7117   5.1622     0.0226     0.0657     0.0745     0.0826     
5479.9996  10.0924    12.9411    188.5316   5.0183     0.0226     0.0581     0.0614     0.0739     
5480.1520  9.4447     13.0038    91.0120    4.9090     0.0215     0.0419     0.0534     0.0620     
5480.3044  8.7832     13.0161    156.9215   4.9971     0.0190     0.0312     0.0497     0.0667     
5480.4568  9.1729     12.9159    181.1642   5.0064     0.0154     0.0205     0.0517     0.0733     
5480.6092  9.7578     12.9913    233.5755   5.0424     0.0126     0.0114     0.0519     0.0691     
5480.7616  10.5788    13.0411    194.4060   5.3639     0.0099     0.0057     0.0522     0.0650     
5480.9140  10.8559    12.8527    100.7269   5.2067     0.0100     0.0049     0.0562     0.0572     
5481.0664  10.5285    12.8150    110.6260   5.2360     0.0159     0.0164     0.0584     0.0584     
5481.2188  9.1479     12.7899    157.8543   5.4349     0.0212     0.0342     0.0493     0.0509     
5481.3712  8.5838     12.8024    161.3166   5.4553     0.0211     0.0320     0.0448     0.0456     
5481.5236  7.9162     12.7648    264.5128   5.6570     0.0210     0.0311     0.0402     0.0402     
5481.6760  8.1218     12.7898    264.5859   5.8848     0.0212     0.0336     0.0372     0.0372     
5481.8284  7.5356     12.7521    255.8669   5.8797     0.0275     0.0988     0.0449     0.0466     
5481.9808  7.7557     12.7391    341.7243   5.9103     0.0367     0.2917     0.0742     0.0765     
5482.1333  7.5425     12.5886    445.3301   5.9556     0.0359     0.2710     0.0779     0.0791     
5482.2857  7.8145     12.6269    368.4331   5.7749     0.0351     0.2537     0.0817     0.0817     
5482.4381  8.5170     12.8402    450.0636   5.8084     0.0354     0.2577     0.0806     0.0806     
5482.5905  9.7521     12.8527    547.9920   6.1018     0.0384     0.3534     0.0840     0.0849     
5482.7429  10.1162    12.8147    545.0059   6.1890     0.0455     0.6872     0.0871     0.0920     
5482.8953  10.8964    12.6890    365.8022   6.2397     0.0529     1.2643     0.0900     0.1006     
5483.0477  10.9745    12.6384    210.4119   6.2833     0.0604     2.1752     0.0929     0.1093     
5483.2001  11.4375    12.4875    140.6228   6.1534     0.0713     4.2644     0.1024     0.1275     
5483.3525  10.5116    12.3619    80.5585    5.9202     0.0691     3.6553     0.1127     0.1367     
5483.5049  9.4678     12.3370    52.8618    5.7533     0.0577     1.8047     0.1155     0.1278     
5483.6573  9.0957     12.4125    66.5642    5.7712     0.0495     1.0144     0.1077     0.1184     
5483.8097  9.2109     12.4878    108.7514   5.9150     0.0413     0.5263     0.1000     0.1089     
5483.9621  9.5638     12.4632    127.3122   6.0156     0.0332     0.2426     0.0855     0.0985     
5484.1145  8.7244     12.6139    71.5316    5.8759     0.0373     0.3285     0.0836     0.0904     
5484.2669  8.5361     12.6641    69.4827    5.9397     0.0430     0.5459     0.0848     0.0851     
5484.4193  8.9968     12.6890    92.6432    6.1988     0.0398     0.4037     0.0801     0.0801     
5484.5717  11.4455    12.6259    143.2480   6.5199     0.0332     0.2097     0.0793     0.0825     
5484.7241  13.9084    12.5126    94.5327    6.5228     0.0265     0.1070     0.0785     0.0850     
5484.8765  17.2832    12.3995    69.8754    6.1300     0.0178     0.0538     0.0818     0.1087     
5485.0289  17.9029    12.3368    46.7882    5.9158     0.0191     0.0625     0.0841     0.1080     
5485.1813  18.0117    12.3494    30.2590    5.4354     0.0219     0.0769     0.0814     0.0988     
5485.3337  15.6627    12.3619    29.9439    5.5332     0.0247     0.0929     0.0786     0.0896     
5485.4861  14.6217    12.3367    45.0066    5.8393     0.0296     0.1277     0.0681     0.0681     
5485.6385  14.0757    12.3123    88.1973    6.2243     0.0282     0.1015     0.0558     0.0558     
5485.7909  14.8646    12.4880    180.9100   6.4630     0.0262     0.0754     0.0509     0.0509     
5485.9433  16.2944    12.5132    341.2897   6.3576     0.0241     0.0545     0.0517     0.0528     
5486.0957  16.3106    12.5633    366.6882   6.3998     0.0219     0.0402     0.0526     0.0547     
5486.2481  15.3101    12.5636    354.5332   6.3259     0.0192     0.0312     0.0573     0.0645     
5486.4005  12.8359    12.6386    622.9441   6.4240     0.0203     0.0364     0.0577     0.0633     
5486.5529  11.5362    12.5633    632.3414   6.5842     0.0330     0.2017     0.0630     0.0795     
5486.7053  10.5497    12.5632    344.7893   6.4326     0.0463     0.7505     0.0774     0.1019     
5486.8577  10.0724    12.5381    248.8493   6.3335     0.0543     1.3910     0.0849     0.1075     
5487.0101  9.8257     12.5123    155.8333   6.8828     0.0622     2.4549     0.0924     0.1131     
5487.1625  9.3959     12.3114    122.0335   6.7775     0.0703     5.0624     0.0939     0.1042     
5487.3149  9.1927     12.2108    133.5395   6.4955     0.0711     6.8328     0.0915     0.0963     
5487.4673  8.9036     12.1606    155.5696   6.3275     0.0697     6.1446     0.0917     0.0952     
5487.6197  9.3945     12.1606    119.0842   6.0759     0.0683     5.5119     0.0920     0.0941     
5487.7721  10.1559    12.1608    105.2386   5.7994     0.0620     2.7754     0.0960     0.0972     
5487.9245  10.8288    12.2114    113.4436   5.7805     0.0540     1.4010     0.0972     0.0972     
5488.0769  11.2269    12.3368    112.5777   5.6966     0.0461     0.7257     0.0914     0.0914     
5488.2293  11.1435    12.3375    115.6464   5.7614     0.0448     0.6459     0.0883     0.0883     
5488.3817  10.6676    12.5381    178.0264   5.8119     0.0435     0.5773     0.0852     0.0852     
5488.5341  9.9133     12.5131    321.3867   5.8489     0.0551     1.7498     0.0857     0.0857     
5488.6865  9.0928     12.5386    266.8937   5.7338     0.0551     1.7567     0.0857     0.0857     
5488.8390  8.0810     12.6388    139.9239   5.6602     0.0626     3.6695     0.0879     0.0879     
5488.9914  8.4758     12.6134    91.7012    5.5374     0.0517     1.3005     0.0784     0.0826     
5489.1438  9.1737     12.5386    108.7739   5.5649     0.0456     0.7346     0.0734     0.0774     
5489.2962  10.1556    12.6393    131.0418   5.6854     0.0394     0.3937     0.0685     0.0723     
5489.4486  11.1569    12.7522    199.3363   5.8146     0.0302     0.1371     0.0653     0.0692     
5489.6010  11.9584    12.7897    248.8866   5.8831     0.0334     0.1993     0.0666     0.0681     
5489.7534  12.9067    12.7392    363.5076   6.0201     0.0382     0.3486     0.0674     0.0684     
5489.9058  11.7544    12.6643    367.8537   5.9887     0.0429     0.6181     0.0682     0.0687     
5490.0582  11.3280    12.7392    249.3008   5.8674     0.0442     1.4921     0.0552     0.0552     
5490.2106  10.7650    12.6637    261.7495   5.9057     0.0417     0.7479     0.0579     0.0579     
5490.3630  10.7846    12.5888    264.7054   5.7172     0.0416     0.5730     0.0645     0.0645     
5490.5154  10.8296    12.6645    247.3739   5.8546     0.0411     0.5200     0.0658     0.0658     
5490.6678  11.0114    12.8025    149.3256   5.5175     0.0406     0.4755     0.0672     0.0672     
5490.8202  10.9833    12.7900    148.8647   5.5277     0.0329     0.1896     0.0605     0.0605     
5490.9726  11.4126    12.8153    207.0620   5.5422     0.0256     0.0690     0.0540     0.0540     
5491.1250  10.8341    12.8658    204.8893   5.4848     0.0213     0.0342     0.0486     0.0486     
5491.2774  10.6443    12.9659    279.0460   5.5449     0.0226     0.0418     0.0453     0.0453     
5491.4298  10.3448    12.9151    272.1620   5.5765     0.0259     0.0740     0.0463     0.0463     
5491.5822  11.0650    12.7645    223.3784   5.5935     0.0292     0.1307     0.0473     0.0473     
5491.7346  12.5492    12.7142    168.0705   5.5531     0.0384     0.4387     0.0571     0.0579     
5491.8870  13.6088    12.6640    121.7987   5.3532     0.0411     0.5506     0.0633     0.0633     
5492.0394  14.0686    12.6636    98.2266    5.2218     0.0382     0.3909     0.0610     0.0610     
5492.1918  14.0331    12.5640    93.5958    5.2577     0.0354     0.2735     0.0587     0.0587     
5492.3442  12.8717    12.7396    107.9019   5.1907     0.0351     0.2563     0.0604     0.0604     
5492.4966  12.2392    12.7651    84.0468    5.1698     0.0393     0.3899     0.0705     0.0705     
5492.6490  11.7228    12.8650    77.8334    4.9579     0.0384     0.3479     0.0798     0.0798     
5492.8014  12.3598    12.7653    112.3083   5.0463     0.0376     0.3217     0.0777     0.0777     
5492.9538  12.1397    12.9157    129.8345   5.0187     0.0369     0.2971     0.0755     0.0755     
5493.1062  12.2326    12.9154    106.8517   5.0295     0.0362     0.2824     0.0644     0.0644     
5493.2586  11.1424    12.8400    107.9688   5.0020     0.0391     0.3784     0.0725     0.0725     
5493.4110  10.6429    12.8026    167.0006   5.0028     0.0396     0.4059     0.0711     0.0711     
5493.5634  9.7221     12.8153    232.9274   5.0364     0.0390     0.3904     0.0676     0.0676     
5493.7158  8.9824     12.8657    246.3671   5.0914     0.0385     0.3800     0.0642     0.0642     
5493.8682  8.6060     12.9410    195.8531   5.0152     0.0434     0.6568     0.0684     0.0684     
5494.0206  8.5218     12.9526    60.7461    4.8557     0.0497     1.1617     0.0772     0.0772     
5494.1730  9.5484     12.7390    65.3434    4.9169     0.0520     1.4869     0.0776     0.0776     
5494.3254  10.0304    12.6137    183.0967   5.2863     0.0500     1.2173     0.0756     0.0767     
5494.4778  10.5945    12.6149    218.8058   5.1544     0.0481     0.9956     0.0737     0.0758     
5494.6302  11.0134    12.8912    245.8645   5.1975     0.0472     0.7930     0.0793     0.0940     
5494.7826  11.0109    13.0292    270.1814   5.1317     0.0515     1.1502     0.0914     0.1141     
5494.9350  10.9157    13.0669    268.5080   5.0377     0.0495     0.9656     0.0878     0.1042     
5495.0874  11.6401    13.1172    238.4050   5.0267     0.0441     0.6077     0.0792     0.0924     
5495.2398  11.7323    13.1425    122.1223   4.7996     0.0387     0.3600     0.0706     0.0806     
5495.3923  12.3466    13.1799    57.8106    4.6319     0.0334     0.2052     0.0692     0.0767     
5495.5447  11.8558    13.1678    64.7116    4.7433     0.0250     0.0764     0.0679     0.0719     
5495.6971  11.6503    13.2676    77.1119    4.9002     0.0246     0.0672     0.0630     0.0664     
5495.8495  10.9644    13.1423    73.8242    4.9056     0.0284     0.1089     0.0642     0.0666     
5496.0019  9.8697     13.1420    89.5057    4.9308     0.0322     0.1735     0.0654     0.0668     
5496.1543  9.9889     13.0667    115.0158   5.0505     0.0379     0.3310     0.0687     0.0741     
5496.3067  11.2670    13.0670    117.5700   5.0620     0.0346     0.2469     0.0577     0.0581     
5496.4591  14.5111    13.1299    116.5580   5.0772     0.0358     0.3160     0.0550     0.0551     
5496.6115  16.9391    13.1667    97.1679    5.2572     0.0356     0.2867     0.0532     0.0581     
5496.7639  17.7835    13.0162    84.9604    5.2387     0.0349     0.2447     0.0520     0.0615     
